2026-08-12 01:04:58.064 [info] Starting Excalidraw MCP server...
2026-09-02 14:06:19.426 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.426 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.426 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.427 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.427 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.427 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.428 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.428 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.428 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.428 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.429 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.430 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.430 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.430 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.430 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.431 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.431 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.432 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.432 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.433 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.433 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.433 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.433 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.434 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.434 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.434 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.434 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.435 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.435 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.436 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.436 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.437 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.437 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.437 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.437 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.437 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.438 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.438 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.438 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.439 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.439 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.439 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.439 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.439 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.440 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.440 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.440 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.441 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.441 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.441 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.442 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.443 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.443 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.444 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.453 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.454 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.454 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.455 [error] Uncaught exception: EPIPE: broken pipe, write
